dTransDataVendita,hTransOraVendita,CodiceAcquirente,iProdID,vchClasseProdottoDescrizione,vchSpecieDescrizione,nTransQuantita,nTransPrezzoUnitario,nTransPrezzoVendita,nTransPrezzoFinale,iTransProgressivoBarca,iProduttoreID,iQualitaID,vchQualitaDescrizione,nNumCasse
2002/11/7,05:31,1,12,PICCOLA,Sogliola,7.42,3.86,0,0,17,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:32,165,12,PICCOLA,Sogliola,7.91,1.64,12.97,12.97,19,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:32,92,66,GRANDE,Rombo,1.2,28.24,33.89,33.89,20,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:34,160,56,GRANDE,Pannocchie Stivate,16.57,1.74,28.83,28.83,26,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:35,247,20,PICCOLA,Busbana,5.62,0.47,2.64,2.64,40,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:36,92,17,MEDIA,Triglia,2.8,1.36,3.81,3.81,41,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:37,82,61,GRANDE,Granchio,6.44,1.15,7.41,7.41,43,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:38,162,20,PICCOLA,Busbana,6.41,0.63,4.04,4.04,46,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:38,1,57,PICCOLA,Pannocchie Stivate,6.32,0.39,0,0,47,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:38,78,61,GRANDE,Granchio,5.54,1.24,6.87,6.87,48,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:39,165,181,PICCOLA,Sgombro,12.62,0.34,4.29,4.29,49,111,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:39,127,181,PICCOLA,Sgombro,6.18,0.33,2.04,2.04,51,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:40,127,20,PICCOLA,Busbana,7.06,0.26,1.84,1.84,52,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:42,78,17,MEDIA,Triglia,8.19,1.15,9.42,9.42,1,123,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:44,237,80,MEDIA,Testola,7.36,0.34,2.5,2.5,29,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:45,78,17,MEDIA,Triglia,8.45,1.03,8.7,8.7,31,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:47,78,17,MEDIA,Triglia,18,1.03,18.54,18.54,22,43,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:48,115,17,MEDIA,Triglia,5.33,0.95,5.06,5.06,36,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:48,177,181,PICCOLA,Sgombro,17.78,0.39,6.93,6.93,37,54,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:49,78,61,GRANDE,Granchio,6.32,0.75,4.74,4.74,40,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:50,86,181,PICCOLA,Sgombro,16.77,0.31,5.2,5.2,42,54,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:50,115,17,MEDIA,Triglia,5.37,0.95,5.1,5.1,44,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:38,158,16,GRANDE,Triglia,8.15,2.13,17.36,17.36,1,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:39,121,54,GRANDE,Pannocchie Vive,4.26,4.88,20.79,20.79,2,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:39,189,54,GRANDE,Pannocchie Vive,9.24,4.85,44.81,44.81,3,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:40,279,16,GRANDE,Triglia,16.77,1.77,29.68,29.68,4,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:40,82,58,GRANDE,Mazzancolla,2.83,22.43,63.48,63.48,6,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:41,87,54,GRANDE,Pannocchie Vive,8.44,4.98,42.03,42.03,7,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:41,182,16,GRANDE,Triglia,15.2,1.74,26.45,26.45,8,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:42,151,54,GRANDE,Pannocchie Vive,4.7,5.03,23.64,23.64,9,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:42,92,40,ALTRO,Calamaro,6.08,13.84,84.15,84.15,10,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:42,279,54,GRANDE,Pannocchie Vive,9.71,4.99,48.45,48.45,11,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:44,122,58,GRANDE,Mazzancolla,4.72,12.87,60.75,60.75,15,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:44,126,78,GRANDE,Misto di Seconda scelta,3.81,5.08,19.35,19.35,16,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:45,279,54,GRANDE,Pannocchie Vive,4.24,4.99,21.16,21.16,20,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:46,107,54,GRANDE,Pannocchie Vive,8.58,5.15,44.19,44.19,22,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:47,87,54,GRANDE,Pannocchie Vive,9.73,4.77,46.41,46.41,25,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:48,87,139,GRANDE,Sgombro,6.9,4.07,28.08,28.08,27,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:48,87,54,GRANDE,Pannocchie Vive,4.69,4.77,22.37,22.37,28,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:48,87,54,GRANDE,Pannocchie Vive,4.15,4.77,19.8,19.8,30,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:48,182,16,GRANDE,Triglia,7.87,1.74,13.69,13.69,31,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:50,121,54,GRANDE,Pannocchie Vive,3.94,4.48,17.65,17.65,35,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:50,279,58,GRANDE,Mazzancolla,4.88,12.95,63.2,63.2,36,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:51,80,2,GRANDE,Seppia,8.5,8.41,71.49,71.49,39,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:51,1,54,GRANDE,Pannocchie Vive,8.78,4.07,0,0,40,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:52,237,54,GRANDE,Pannocchie Vive,4.52,4.35,19.66,19.66,43,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:53,211,13,GRANDE,Nasello,7.53,7.62,57.38,57.38,3,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:54,182,97,GRANDE,Triglia Eviscerata,13.68,2.62,35.84,35.84,4,120,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:54,87,13,GRANDE,Nasello,6.95,6.86,47.68,47.68,5,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:55,161,52,PICCOLISSIMA,Scampetto,1.16,16.46,19.09,19.09,6,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:57,182,97,GRANDE,Triglia Eviscerata,14.49,2.72,39.41,39.41,10,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:57,80,15,PICCOLA,Nasello,14.6,3.75,54.75,54.75,11,120,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:58,75,51,MEDIA,Scampetto,2.86,36.92,105.59,105.59,14,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:58,80,15,PICCOLA,Nasello,12.55,3.75,47.06,47.06,15,120,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,03:59,186,70,GRANDE,Zanchetta,5.25,4.32,22.68,22.68,16,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,03:59,82,6,GRANDE,Scampo,4.91,47.55,233.47,233.47,17,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:00,160,42,GRANDE,Polipo,20.49,2.32,47.54,47.54,20,120,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,04:01,103,13,GRANDE,Nasello,7.82,7.08,55.37,55.37,23,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:02,117,86,GRANDE,Molo,4.35,3.68,16.01,16.01,26,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:03,88,86,GRANDE,Molo,4.67,4.35,20.31,20.31,29,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:03,158,49,GRANDE,Mollame Misto,4.47,2.49,11.13,11.13,30,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:04,80,15,PICCOLA,Nasello,6.13,3.75,22.99,22.99,31,120,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:05,125,68,GRANDE,Passera,1.08,13.02,14.06,14.06,2,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:06,103,54,GRANDE,Pannocchie Vive,2.74,4.68,12.82,12.82,3,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:06,160,10,GRANDE,Sogliola,8.39,6.59,55.29,55.29,4,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:06,139,33,GRANDE,Ragusa,9.32,2.7,25.16,25.16,5,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:07,202,10,GRANDE,Sogliola,12.42,6.56,81.48,81.48,7,106,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,04:08,202,10,GRANDE,Sogliola,8.71,6.56,57.14,57.14,9,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:08,91,54,GRANDE,Pannocchie Vive,10.28,4.44,45.64,45.64,10,106,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,04:09,126,12,PICCOLA,Sogliola,8.51,2.72,23.15,23.15,11,106,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:09,202,10,GRANDE,Sogliola,16.82,6.56,110.34,110.34,13,106,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,04:11,210,54,GRANDE,Pannocchie Vive,8.78,4.84,42.5,42.5,14,106,2,Molto fresco e ben conservato (48 ore),2
2002/11/8,04:11,176,16,GRANDE,Triglia,7.23,1.91,13.81,13.81,1,121,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:12,210,112,GRANDE,Brodetto,2.28,7.83,17.85,17.85,2,121,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:12,107,81,PICCOLA,Testola,6.26,0.78,4.88,4.88,3,121,2,Molto fresco e ben conservato (48 ore),1
2002/11/8,04:13,1,96,GRANDE,Misto scelto,2.66,16.25,0,0,4,121,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:42,88,13,GRANDE,Nasello,7.74,11.36,87.93,87.93,6,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:43,107,124,GRANDE,Minutaglia,2.26,0.57,1.29,1.29,7,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:43,121,97,GRANDE,Triglia Eviscerata,7.76,3.35,26,26,8,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:44,122,78,GRANDE,Misto di Seconda scelta,6.46,1.85,11.95,11.95,11,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:45,186,139,GRANDE,Sgombro,8.18,4.72,38.61,38.61,13,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:45,78,100,GRANDE,Rana Pescatrice,4.79,12.95,62.03,62.03,15,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:46,1,51,MEDIA,Scampetto,3.47,32.23,0,0,16,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:47,1,13,GRANDE,Nasello,7.77,10.76,0,0,18,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:50,1,6,GRANDE,Scampo,4.31,41.46,0,0,24,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:51,125,13,GRANDE,Nasello,8.56,11.43,97.84,97.84,28,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:53,125,14,MEDIA,Nasello,5.57,6.03,33.59,33.59,33,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:53,91,6,GRANDE,Scampo,4.2,44.97,188.87,188.87,34,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:56,186,54,GRANDE,Pannocchie Vive,4.97,6.87,34.14,34.14,1,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:56,206,16,GRANDE,Triglia,8,3.54,28.32,28.32,2,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:58,121,78,GRANDE,Misto di Seconda scelta,3.13,4.68,14.65,14.65,6,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:00,168,78,GRANDE,Misto di Seconda scelta,4.09,3.63,14.85,14.85,13,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:06,217,54,GRANDE,Pannocchie Vive,9.32,6.97,64.96,64.96,28,97,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:07,94,54,GRANDE,Pannocchie Vive,10.68,7.14,76.26,76.26,31,97,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:07,77,78,GRANDE,Misto di Seconda scelta,3.9,7.27,28.35,28.35,32,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:12,103,54,GRANDE,Pannocchie Vive,5.2,7.77,40.4,40.4,40,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:12,161,78,GRANDE,Misto di Seconda scelta,1.97,7.18,14.14,14.14,1,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:15,186,55,PICCOLA,Pannocchie Vive,7.89,0.84,6.63,6.63,8,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:15,279,54,GRANDE,Pannocchie Vive,7.89,5.53,43.63,43.63,10,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:16,90,15,PICCOLA,Nasello,2.6,3.75,9.75,9.75,11,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:17,83,2,GRANDE,Seppia,5.86,8.86,51.92,51.92,14,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:18,279,54,GRANDE,Pannocchie Vive,8.91,6.16,54.89,54.89,18,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:19,78,97,GRANDE,Triglia Eviscerata,8.23,2.58,21.23,21.23,21,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:20,186,10,GRANDE,Sogliola,5.37,7.15,38.4,38.4,23,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:21,182,97,GRANDE,Triglia Eviscerata,7.69,2.6,19.99,19.99,27,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:22,140,54,GRANDE,Pannocchie Vive,9.21,5.83,53.69,53.69,28,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:22,182,97,GRANDE,Triglia Eviscerata,12.25,2.6,31.85,31.85,29,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:23,107,10,GRANDE,Sogliola,4.49,6.17,27.7,27.7,32,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:24,186,54,GRANDE,Pannocchie Vive,9.01,5.19,46.76,46.76,33,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:24,126,97,GRANDE,Triglia Eviscerata,13.44,2.63,35.35,35.35,34,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:26,107,113,GRANDE,Frittura Mista,3.23,5.18,16.73,16.73,1,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:27,186,97,GRANDE,Triglia Eviscerata,5.78,2.77,16.01,16.01,3,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:28,237,49,GRANDE,Mollame Misto,3.46,2.3,7.96,7.96,9,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:29,162,14,MEDIA,Nasello,2.79,8.61,24.02,24.02,10,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:29,225,101,MEDIA,Rana Pescatrice,1.62,11.04,17.88,17.88,11,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:29,186,97,GRANDE,Triglia Eviscerata,15.52,2.3,35.7,35.7,12,59,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:31,283,51,MEDIA,Scampetto,2.56,31.01,79.39,79.39,15,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:33,162,10,GRANDE,Sogliola,4.6,5.98,27.51,27.51,19,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:33,83,97,GRANDE,Triglia Eviscerata,14.67,2.34,34.33,34.33,21,59,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:34,161,149,GRANDE,Razza,2.05,7.26,14.88,14.88,24,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:35,83,58,GRANDE,Mazzancolla,5.57,13.74,76.53,76.53,25,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:36,186,97,GRANDE,Triglia Eviscerata,14.39,2.34,33.67,33.67,28,59,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:37,250,15,PICCOLA,Nasello,6.27,5.99,37.56,37.56,32,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:39,80,58,GRANDE,Mazzancolla,5.37,12.86,69.06,69.06,38,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:40,1,15,PICCOLA,Nasello,5.59,1,0,0,40,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:42,176,16,GRANDE,Triglia,16.19,1.28,20.72,20.72,6,103,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:45,160,15,PICCOLA,Nasello,8.3,5.29,43.91,43.91,12,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:45,162,80,MEDIA,Testola,6.1,0.77,4.7,4.7,14,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:46,78,79,GRANDE,Testola,2.56,6.88,17.61,17.61,17,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:47,88,58,GRANDE,Mazzancolla,4.48,12.95,58.02,58.02,18,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:47,1,80,MEDIA,Testola,7.4,0.44,0,0,20,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:49,80,86,GRANDE,Molo,6.7,2.62,17.55,17.55,23,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:51,154,58,GRANDE,Mazzancolla,4.63,12.86,59.54,59.54,28,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:52,127,16,GRANDE,Triglia,8.02,1.75,14.04,14.04,3,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:53,107,54,GRANDE,Pannocchie Vive,9.71,5.48,53.21,53.21,6,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:53,1,55,PICCOLA,Pannocchie Vive,4.61,1.78,0,0,8,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:59,210,139,GRANDE,Sgombro,3.14,5.67,17.8,17.8,18,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:00,91,54,GRANDE,Pannocchie Vive,9.26,5.07,46.95,46.95,19,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:01,269,34,GRANDE,Piovra,2.81,7.97,22.4,22.4,22,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:01,1,55,PICCOLA,Pannocchie Vive,9.86,1.8,0,0,23,64,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:02,1,16,GRANDE,Triglia,13.83,1.69,0,0,26,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:02,131,2,GRANDE,Seppia,5.71,8.85,50.53,50.53,28,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:04,1,54,GRANDE,Pannocchie Vive,10.78,4.96,0,0,32,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:05,173,54,GRANDE,Pannocchie Vive,4.92,4.98,24.5,24.5,33,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:05,78,97,GRANDE,Triglia Eviscerata,8.17,2.39,19.53,19.53,1,43,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:08,279,79,GRANDE,Testola,5.48,7.15,39.18,39.18,8,43,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:12,78,97,GRANDE,Triglia Eviscerata,8.41,2.04,17.16,17.16,19,43,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:13,78,97,GRANDE,Triglia Eviscerata,5.84,1.27,7.42,7.42,4,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:15,82,100,GRANDE,Rana Pescatrice,3.44,13.96,48.02,48.02,8,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:16,182,51,MEDIA,Scampetto,2.82,34.87,98.33,98.33,10,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:17,273,149,GRANDE,Razza,2.96,6.47,19.15,19.15,15,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:19,109,52,PICCOLISSIMA,Scampetto,1.53,14.32,21.91,21.91,20,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:20,78,97,GRANDE,Triglia Eviscerata,7.15,2.12,15.16,15.16,21,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:21,173,15,PICCOLA,Nasello,6.67,6,40.02,53.09,24,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:23,121,2,GRANDE,Seppia,6.89,9.07,62.49,62.49,29,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:23,121,15,PICCOLA,Nasello,7.83,4.42,34.61,34.61,31,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:24,279,42,GRANDE,Polipo,4.85,3.11,15.08,15.08,32,54,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:25,127,69,MEDIA,Passera,0.94,11.44,10.75,10.75,2,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:26,165,12,PICCOLA,Sogliola,8.47,2.04,17.28,17.28,4,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:27,160,56,GRANDE,Pannocchie Stivate,6.95,1.78,12.37,12.37,7,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:31,165,58,GRANDE,Mazzancolla,0.42,12.96,5.44,5.44,18,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:32,221,12,PICCOLA,Sogliola,8.47,1.89,16.01,16.01,21,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:33,81,78,GRANDE,Misto di Seconda scelta,4.34,0.88,3.82,3.82,22,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:34,80,66,GRANDE,Rombo,1.64,18.87,30.95,30.95,25,78,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:37,92,17,MEDIA,Triglia,14.07,1.36,19.14,19.14,44,111,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:37,271,181,PICCOLA,Sgombro,12.69,0.36,4.57,4.57,45,111,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,05:39,78,61,GRANDE,Granchio,5.99,1.24,7.43,7.43,50,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,05:40,81,181,PICCOLA,Sgombro,7.5,0.32,2.4,2.4,53,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:48,91,52,PICCOLISSIMA,Scampetto,2.22,17.02,37.78,37.78,21,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:49,122,139,GRANDE,Sgombro,5.7,4.89,27.87,27.87,23,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:50,126,15,PICCOLA,Nasello,14.17,5.28,74.82,74.82,26,111,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,03:51,80,53,PICCOLA,Scampetto,5.69,22.85,130.02,130.02,29,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:52,1,56,GRANDE,Pannocchie Stivate,5.79,1.38,0,0,30,111,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,03:57,269,79,GRANDE,Testola,6.14,4.08,25.05,25.05,3,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:04,94,96,GRANDE,Misto scelto,1.08,41.5,44.82,44.82,23,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:04,82,58,GRANDE,Mazzancolla,6.99,16.91,101.29,118.2,24,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:05,90,10,GRANDE,Sogliola,7.68,7.58,58.21,58.21,25,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:05,189,16,GRANDE,Triglia,19.04,2.4,45.7,45.7,27,97,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:07,279,56,GRANDE,Pannocchie Stivate,7.5,1.43,10.73,10.73,30,97,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:20,186,54,GRANDE,Pannocchie Vive,9.13,5.93,54.14,54.14,22,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:20,77,55,PICCOLA,Pannocchie Vive,7.97,1.03,8.21,8.21,24,146,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:21,186,58,GRANDE,Mazzancolla,4.24,16.17,68.56,68.56,25,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:23,78,58,GRANDE,Mazzancolla,2.58,18.42,47.52,47.52,30,146,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:30,160,34,GRANDE,Piovra,3.1,10.65,33.02,33.02,13,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:30,186,54,GRANDE,Pannocchie Vive,4.11,5.74,23.59,23.59,14,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:34,269,54,GRANDE,Pannocchie Vive,8.64,3.87,33.44,33.44,23,59,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:36,179,14,MEDIA,Nasello,6.74,9.03,60.86,60.86,27,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:36,80,96,GRANDE,Misto scelto,2.03,20.45,41.51,41.51,29,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:38,241,80,MEDIA,Testola,2.85,1.91,5.44,5.44,34,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:40,85,56,GRANDE,Pannocchie Stivate,6.63,1.37,9.08,9.08,39,59,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:43,176,56,GRANDE,Pannocchie Stivate,14.62,2.05,29.97,29.97,8,103,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:43,217,15,PICCOLA,Nasello,6.94,5.52,38.31,38.31,9,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:47,160,16,GRANDE,Triglia,15.54,1.79,27.82,27.82,19,103,2,Molto fresco e ben conservato (48 ore),2
2002/11/7,04:50,279,113,GRANDE,Frittura Mista,5.57,4.48,24.95,24.95,25,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:50,154,78,GRANDE,Misto di Seconda scelta,5.32,3.77,20.06,20.06,26,103,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:52,188,40,ALTRO,Calamaro,2.56,12.97,33.2,33.2,4,64,2,Molto fresco e ben conservato (48 ore),1
2002/11/7,04:52,170,78,GRANDE,Misto di Seconda scelta,4.4,2.39,10.52,10.52,5,64,2,Molto fresco e ben conservato (48 ore),1
