dTransDataVendita,hTransOraVendita,CodiceAcquirente,iProdID,vchClasseProdottoDescrizione,vchSpecieDescrizione,nTransQuantita,nTransPrezzoUnitario,nTransPrezzoVendita,nTransPrezzoFinale,iTransProgressivoBarca,iProduttoreID,iQualitaID,vchQualitaDescrizione,nNumCasse
2002/12/23,06:48,179,55,PICCOLA,Pannocchie Vive,3.5,1.51,5.29,5.29,7,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:49,160,17,MEDIA,Triglia,14.8,2.85,42.18,42.18,8,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:49,160,14,MEDIA,Nasello,7.1,3.73,26.48,26.48,11,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:50,160,97,GRANDE,Triglia Eviscerata,15.7,4.48,70.34,70.34,12,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:50,217,96,GRANDE,Misto scelto,4.3,14.54,62.52,62.52,13,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:51,270,6,GRANDE,Scampo,2.6,59.34,154.28,154.28,14,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:51,78,58,GRANDE,Mazzancolla,2.9,41.83,121.31,121.31,15,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:51,78,15,PICCOLA,Nasello,14.1,3.43,48.36,48.36,16,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:52,160,14,MEDIA,Nasello,7.9,3.48,27.49,27.49,17,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:53,80,139,GRANDE,Sgombro,8.1,1.63,13.2,13.2,20,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:54,1,79,GRANDE,Testola,7.2,1.51,0,0,24,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:55,270,6,GRANDE,Scampo,2.7,59.34,160.22,160.22,27,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:56,22,112,GRANDE,Brodetto,4.3,3.49,15.01,15.01,28,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:57,164,55,PICCOLA,Pannocchie Vive,8.4,1.47,12.35,12.35,30,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:57,1,79,GRANDE,Testola,6.5,1.46,0,0,31,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:58,281,113,GRANDE,Frittura Mista,4.7,0.85,4,4,33,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:59,22,17,MEDIA,Triglia,9.7,2.62,25.41,25.41,36,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:59,78,10,GRANDE,Sogliola,4.5,13.15,59.18,59.18,37,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:00,22,15,PICCOLA,Nasello,14.8,3.67,54.32,54.32,41,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:01,160,97,GRANDE,Triglia Eviscerata,8.6,4.48,38.53,38.53,43,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:02,80,2,GRANDE,Seppia,7.8,9.26,72.23,72.23,45,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:02,22,79,GRANDE,Testola,8.2,1.66,13.61,13.61,46,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:02,160,54,GRANDE,Pannocchie Vive,8.3,11.53,95.7,95.7,47,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:03,86,12,PICCOLA,Sogliola,2.9,2.03,5.89,5.89,48,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:03,155,24,GRANDE,Lumacone,2.1,5.02,10.54,10.54,49,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:03,22,15,PICCOLA,Nasello,7.6,3.67,27.89,27.89,50,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:03,22,15,PICCOLA,Nasello,7.7,3.67,28.26,28.26,51,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:04,85,42,GRANDE,Polipo,7.1,2.6,18.46,18.46,52,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:04,160,54,GRANDE,Pannocchie Vive,3.7,11.53,42.66,42.66,54,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:05,85,17,MEDIA,Triglia,6.7,2.8,18.76,18.76,57,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:07,78,54,GRANDE,Pannocchie Vive,3.8,9.76,37.09,37.09,1,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:08,78,54,GRANDE,Pannocchie Vive,3.5,9.76,34.16,34.16,4,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:09,160,56,GRANDE,Pannocchie Stivate,9,6.29,56.61,56.61,7,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:09,160,55,PICCOLA,Pannocchie Vive,4,0.63,2.52,2.52,9,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:10,78,55,PICCOLA,Pannocchie Vive,4.2,1.59,6.68,6.68,10,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:10,78,54,GRANDE,Pannocchie Vive,3.9,9.25,36.08,36.08,11,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:10,78,54,GRANDE,Pannocchie Vive,3.8,9.25,35.15,35.15,12,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:11,78,54,GRANDE,Pannocchie Vive,3.4,9.25,31.45,31.45,13,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:11,78,54,GRANDE,Pannocchie Vive,4.8,8.56,41.09,41.09,14,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:12,22,149,GRANDE,Razza,2.7,3.99,10.77,10.77,16,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:12,155,54,GRANDE,Pannocchie Vive,4.8,9.06,43.49,43.49,17,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:13,85,81,PICCOLA,Testola,6.6,0.38,2.51,2.51,1,75,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:14,85,81,PICCOLA,Testola,6.4,0.38,2.43,2.43,3,75,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:14,1,57,PICCOLA,Pannocchie Stivate,4.3,0.25,0,0,4,75,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:15,85,81,PICCOLA,Testola,14.2,0.38,5.4,5.4,5,75,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:15,22,20,PICCOLA,Busbana,7.7,0.33,2.54,2.54,8,75,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:16,78,61,GRANDE,Granchio,6.9,0.93,6.42,6.42,2,27,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:16,160,57,PICCOLA,Pannocchie Stivate,4.1,0.3,1.23,1.23,3,27,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:17,129,113,GRANDE,Frittura Mista,5.8,1.11,6.44,6.44,1,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:18,85,17,MEDIA,Triglia,13.2,2.76,36.43,36.43,4,111,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:18,129,65,GRANDE,Grancevola,3,0.75,2.25,2.25,5,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:18,85,17,MEDIA,Triglia,7,2.76,19.32,19.32,6,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:18,217,61,GRANDE,Granchio,4.8,1.22,5.86,5.86,7,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:08,241,13,GRANDE,Nasello,7.1,6.47,45.94,45.94,19,145,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:09,22,78,GRANDE,Misto di Seconda scelta,4.9,3.58,17.54,17.54,21,145,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:12,271,2,GRANDE,Seppia,9.2,6.83,62.84,62.84,29,145,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:20,160,79,GRANDE,Testola,5.8,1.14,6.61,6.61,12,85,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:22,160,97,GRANDE,Triglia Eviscerata,5.3,4.52,23.96,23.96,18,85,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:28,155,68,GRANDE,Passera,2.1,22.07,46.35,46.35,6,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:30,155,38,GRANDE,Calamaro,8.6,16.25,139.75,139.75,10,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:37,1,23,GRANDE,Palombo,4.6,5.89,0,0,28,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:38,78,89,GRANDE,Scorfano Rosso,1.6,23.47,37.55,37.55,30,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:42,1,70,GRANDE,Zanchetta,4.4,0.42,0,0,42,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:47,78,54,GRANDE,Pannocchie Vive,8.5,11.55,98.18,98.18,3,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:48,22,13,GRANDE,Nasello,9.2,5.29,48.67,48.67,6,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:49,179,15,PICCOLA,Nasello,8.3,3.59,29.8,29.8,9,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:53,86,53,PICCOLA,Scampetto,3,33.42,100.26,100.26,19,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:53,80,2,GRANDE,Seppia,8.9,9.33,83.04,83.04,22,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:54,83,39,GRANDE,Calamaretto,7,21.81,152.67,152.67,23,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:55,217,70,GRANDE,Zanchetta,6.8,0.5,3.4,3.4,25,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:04,86,14,MEDIA,Nasello,8.1,3.38,27.38,27.38,53,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:05,22,13,GRANDE,Nasello,7,4.72,33.04,33.04,55,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:05,155,10,GRANDE,Sogliola,3.6,13.74,49.46,49.46,56,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:07,155,12,PICCOLA,Sogliola,1.5,3.01,4.52,4.52,2,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:08,155,55,PICCOLA,Pannocchie Vive,4.2,1.04,4.37,4.37,3,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:09,217,54,GRANDE,Pannocchie Vive,3.6,10.15,36.54,36.54,8,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:14,22,20,PICCOLA,Busbana,6,0.32,1.92,1.92,2,75,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:16,1,57,PICCOLA,Pannocchie Stivate,3.6,0.25,0,0,1,27,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:17,78,61,GRANDE,Granchio,5.3,1.15,6.1,6.1,2,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:19,160,61,GRANDE,Granchio,6.5,1.16,7.54,7.54,10,111,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:19,22,20,PICCOLA,Busbana,8.4,0.3,2.52,2.52,11,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:20,160,61,GRANDE,Granchio,8.2,1.16,9.51,9.51,13,111,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:20,1,61,GRANDE,Granchio,4.4,0.23,0,0,14,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:21,85,81,PICCOLA,Testola,6,0.3,1.8,1.8,26,94,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:21,89,65,GRANDE,Grancevola,4.7,0.51,2.4,2.4,27,94,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:21,1,57,PICCOLA,Pannocchie Stivate,3.8,0.26,0,0,28,94,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:22,22,20,PICCOLA,Busbana,6.5,0.34,2.21,2.21,30,94,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:23,85,17,MEDIA,Triglia,6.3,2.23,14.05,14.05,2,21,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:23,85,17,MEDIA,Triglia,14.8,2.23,33,33,4,21,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:24,85,17,MEDIA,Triglia,13.6,2.23,30.33,30.33,5,21,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,07:24,160,61,GRANDE,Granchio,5.8,0.93,5.39,5.39,6,21,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:24,1,20,PICCOLA,Busbana,7.4,0.52,0,0,8,21,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:24,85,17,MEDIA,Triglia,7,2.23,15.61,15.61,9,21,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:25,22,57,PICCOLA,Pannocchie Stivate,12,0.32,3.84,3.84,64,134,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:37,267,113,GRANDE,Frittura Mista,3.9,2.88,11.23,11.23,1,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:37,126,14,MEDIA,Nasello,5.9,4.97,29.32,29.32,2,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:37,138,86,GRANDE,Molo,4.1,4.37,17.92,17.92,3,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:38,138,78,GRANDE,Misto di Seconda scelta,3.7,5.38,19.91,19.91,4,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:39,75,54,GRANDE,Pannocchie Vive,3.3,4.94,16.3,16.3,6,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:40,279,13,GRANDE,Nasello,6.9,9.37,64.65,64.65,7,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:41,126,14,MEDIA,Nasello,5.9,4.99,29.44,29.44,10,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:41,122,38,GRANDE,Calamaro,3.9,15.26,59.51,59.51,11,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:41,267,79,GRANDE,Testola,7.1,3.31,23.5,23.5,12,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:42,103,55,PICCOLA,Pannocchie Vive,2.9,1.94,5.63,5.63,13,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:42,140,14,MEDIA,Nasello,7,5.63,39.41,39.41,14,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:42,151,181,PICCOLA,Sgombro,6.1,2.04,12.44,12.44,15,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:44,237,12,PICCOLA,Sogliola,3.3,5.95,19.64,19.64,18,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:44,154,78,GRANDE,Misto di Seconda scelta,5.8,4.14,24.01,24.01,19,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:44,122,96,GRANDE,Misto scelto,1.1,15.93,17.52,17.52,20,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:45,146,55,PICCOLA,Pannocchie Vive,6.3,2.33,14.68,14.68,22,28,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:46,156,39,GRANDE,Calamaretto,4.1,23.73,97.29,97.29,24,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:47,126,78,GRANDE,Misto di Seconda scelta,2.6,2.04,5.3,5.3,26,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:47,160,54,GRANDE,Pannocchie Vive,6.4,7.38,47.23,47.23,27,28,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:48,278,18,PICCOLA,Triglia,4.1,5.17,21.2,21.2,30,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:50,262,81,PICCOLA,Testola,6,0.48,2.88,2.88,1,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:50,160,38,GRANDE,Calamaro,6.7,15.77,105.66,105.66,3,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:51,160,55,PICCOLA,Pannocchie Vive,5.2,2.59,13.47,13.47,4,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:51,80,113,GRANDE,Frittura Mista,6.6,4.03,26.6,26.6,5,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:51,94,139,GRANDE,Sgombro,6,3.98,23.88,23.88,6,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:51,160,55,PICCOLA,Pannocchie Vive,8.3,2.59,21.5,21.5,7,85,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:51,156,39,GRANDE,Calamaretto,4.6,24.44,112.42,112.42,8,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:52,94,10,GRANDE,Sogliola,2.4,14.92,35.81,35.81,10,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:53,126,55,PICCOLA,Pannocchie Vive,8.2,1.95,15.99,15.99,12,85,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:53,123,13,GRANDE,Nasello,2.4,8.77,21.05,21.05,13,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:54,168,79,GRANDE,Testola,7,2.89,20.23,20.23,14,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:54,123,78,GRANDE,Misto di Seconda scelta,3.9,4.67,18.21,18.21,16,85,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:55,154,78,GRANDE,Misto di Seconda scelta,6.3,3.19,20.1,20.1,1,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:56,121,78,GRANDE,Misto di Seconda scelta,6.8,4.25,28.9,28.9,5,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:57,263,102,PICCOLA,Rana Pescatrice,7.8,7.35,57.33,57.33,9,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:58,267,14,MEDIA,Nasello,8,5.68,45.44,45.44,12,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:59,201,96,GRANDE,Misto scelto,1.4,28.7,40.18,40.18,13,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,03:59,263,100,GRANDE,Rana Pescatrice,3.9,11.6,45.24,45.24,14,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:00,278,18,PICCOLA,Triglia,21.9,5.68,124.39,124.39,16,30,2,Molto fresco e ben conservato (48 ore),3
2003/1/9,04:01,89,38,GRANDE,Calamaro,7.6,15.36,116.74,116.74,19,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:01,117,14,MEDIA,Nasello,8.7,6.37,55.42,55.42,22,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:02,154,38,GRANDE,Calamaro,6.4,15.34,98.18,98.18,23,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:02,91,15,PICCOLA,Nasello,5.6,4.09,22.9,22.9,24,30,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:02,91,14,MEDIA,Nasello,7.6,6.29,47.8,47.8,1,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:02,105,79,GRANDE,Testola,5.4,3.88,20.95,20.95,2,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:03,182,53,PICCOLA,Scampetto,1.3,38.39,49.91,49.91,4,123,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:23,86,39,GRANDE,Calamaretto,3.3,22.97,75.8,75.8,19,85,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:24,179,79,GRANDE,Testola,6.7,0.8,5.36,5.36,22,85,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:27,22,15,PICCOLA,Nasello,8.3,3.63,30.13,30.13,4,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:29,155,88,GRANDE,San Pietro,0.7,22.04,15.43,15.43,8,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:33,78,49,GRANDE,Mollame Misto,9.1,3.89,35.4,35.4,19,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:39,80,38,GRANDE,Calamaro,7.7,15.95,122.82,122.82,32,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:39,160,15,PICCOLA,Nasello,6.5,3.78,24.57,24.57,33,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:40,1,78,GRANDE,Misto di Seconda scelta,6.2,0.38,0,0,34,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:41,78,14,MEDIA,Nasello,8,3.77,30.16,30.16,39,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:45,80,102,PICCOLA,Rana Pescatrice,6.7,3.56,23.85,23.85,51,97,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:49,78,38,GRANDE,Calamaro,9,15.67,141.03,141.03,10,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:55,270,58,GRANDE,Mazzancolla,2.6,45.4,118.04,118.04,26,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,06:58,160,54,GRANDE,Pannocchie Vive,8.9,11.53,102.62,102.62,34,134,2,Molto fresco e ben conservato (48 ore),2
2002/12/23,06:58,22,70,GRANDE,Zanchetta,3.7,0.57,2.11,2.11,35,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:00,86,50,GRANDE,Scampetto,2.3,46.65,107.3,107.3,40,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:00,78,14,MEDIA,Nasello,8.3,3.54,29.38,29.38,42,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:02,155,139,GRANDE,Sgombro,5.4,1,5.4,5.4,44,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:05,22,15,PICCOLA,Nasello,8.4,3.67,30.83,30.83,58,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:06,83,37,GRANDE,Seppiolina,8.4,2.4,20.16,20.16,59,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:06,237,113,GRANDE,Frittura Mista,5.7,1.99,11.34,11.34,60,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:06,85,47,GRANDE,Totano,5.4,5.78,31.21,31.21,61,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:08,217,54,GRANDE,Pannocchie Vive,3.9,10.15,39.59,39.59,6,129,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:20,129,81,PICCOLA,Testola,6.7,0.33,2.21,2.21,12,111,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:25,78,61,GRANDE,Granchio,3.8,1.29,4.9,4.9,63,134,2,Molto fresco e ben conservato (48 ore),1
2002/12/23,07:25,22,57,PICCOLA,Pannocchie Stivate,8.4,0.32,2.69,2.69,65,134,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,03:38,75,68,GRANDE,Passera,1.6,21.98,35.17,35.17,5,28,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:03,103,56,GRANDE,Pannocchie Stivate,2.6,3.47,9.02,9.02,5,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:04,85,18,PICCOLA,Triglia,20.3,5.88,119.36,119.36,7,123,2,Molto fresco e ben conservato (48 ore),3
2003/1/9,04:04,1,78,GRANDE,Misto di Seconda scelta,6.6,2.24,0,0,8,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:05,221,38,GRANDE,Calamaro,7.1,15.34,108.91,108.91,12,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:06,151,55,PICCOLA,Pannocchie Vive,3.4,3.54,12.04,12.04,15,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:06,105,42,GRANDE,Polipo,3.2,4.56,14.59,14.59,18,123,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:09,136,79,GRANDE,Testola,5.9,1.86,10.97,10.97,8,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:09,22,14,MEDIA,Nasello,7.5,5.58,41.85,41.85,9,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:10,89,54,GRANDE,Pannocchie Vive,4.2,6.84,28.73,28.73,10,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:11,273,78,GRANDE,Misto di Seconda scelta,4.5,5.89,26.51,26.51,13,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:11,138,38,GRANDE,Calamaro,2.9,15.36,44.54,44.54,16,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:12,89,54,GRANDE,Pannocchie Vive,4.9,6.48,31.75,31.75,20,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:13,86,13,GRANDE,Nasello,8.1,10.26,83.11,83.11,21,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:13,80,15,PICCOLA,Nasello,5.8,3.92,22.74,22.74,22,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:13,279,54,GRANDE,Pannocchie Vive,4.1,6.44,26.4,26.4,23,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:14,80,15,PICCOLA,Nasello,7.7,4.09,31.49,31.49,26,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:15,201,18,PICCOLA,Triglia,4.9,6.67,32.68,32.68,30,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:16,103,14,MEDIA,Nasello,8,5.32,42.56,42.56,31,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:16,279,49,GRANDE,Mollame Misto,8.3,5.79,48.06,48.06,32,145,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:17,78,15,PICCOLA,Nasello,7,3.89,27.23,27.23,1,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:17,296,39,GRANDE,Calamaretto,6.1,23.83,145.36,145.36,2,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:17,77,14,MEDIA,Nasello,6.2,5.88,36.46,36.46,3,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:18,90,14,MEDIA,Nasello,6.4,5.18,33.15,33.15,5,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:18,237,18,PICCOLA,Triglia,8.8,6.18,54.38,54.38,6,60,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,04:18,279,47,GRANDE,Totano,10.3,5.88,60.56,60.56,7,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:19,86,58,GRANDE,Mazzancolla,2.5,32.37,80.93,80.93,9,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:20,80,15,PICCOLA,Nasello,13.8,3.85,53.13,53.13,11,60,2,Molto fresco e ben conservato (48 ore),2
2003/1/9,04:23,84,13,GRANDE,Nasello,7.6,7.78,59.13,59.13,20,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:23,1,64,GRANDE,Pannocchie Miste,4.7,1.02,0,0,21,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:23,80,15,PICCOLA,Nasello,5.6,3.85,21.56,21.56,22,60,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:25,107,78,GRANDE,Misto di Seconda scelta,3.7,3.79,14.02,14.02,4,26,2,Molto fresco e ben conservato (48 ore),1
2003/1/9,04:25,176,55,PICCOLA,Pannocchie Vive,8.7,1.56,13.57,13.57,5,26,2,Molto fresco e ben conservato (48 ore),2
